LawsId	LawsTarget type	LawsDescription	LawsGhg target	LawsYear	LawsBase year period	LawsSingle year	LawsSource	LawsGeography	LawsGeography iso	LawsSector	LawsConnected law ids	LawsScopes	LawsVisibility status	LegislationsId	LegislationsLaw Id	LegislationsTitle	LegislationsLegislation type	LegislationsDescription	LegislationsParent	LegislationsGeography	LegislationsGeography iso	LegislationsSector	LegislationsFrameworks	LegislationsResponses	LegislationsDocument types	LegislationsKeywords	LegislationsNatural hazards	LegislationsVisibility status
														9718.0		Republic Act no 11494 providing for COVID-19 response and economic recovery	legislative	"This document sets the Philippines' legislative response to COVID-19 and a recovery plan.The Act notably aims to ""accommodate alternative modes of transportation, including a network of bicycle lanes in every city"". Cycling measures are detailed at page 23 (pop-up bike lanes, supporting sharing schemes)."		Philippines	PHL	Transportation,Health,Economy-wide		Mitigation	Act	covid19, Stimulus plan		published
														9517.0		Spain's integrated National Energy and Climate Plan for 2021-2030	executive	The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness. The plan sets out the following objectives: 1) to become a carbon-neutral country by 2050 by decreasing the gross total GHG emissions in the electricity, transport, industry sectors ; 2) to promote energy efficiency thanks to the penetration of renewable energy in final energy consumption, efficiency measures to the transport, industry and building sectors, energy saving targets; 3) to ensure energy security by the diversification of the national energy mix, the use of indigenous sources and increase the flexibility of the national energy system; 4) interconnectivity, energy transmission infrastructure, integration of the internal energy market; 5) to strengthen technology transfers, promote public-private partnership and business research and innovationm, etc.The government released a second version of the plan in September 2020.	Regulation 2018/1999 on the Governance of the Energy Union and Climate Action	Spain	ESP	Transportation,Energy,Economy-wide,Buildings,Agriculture		Adaptation, Mitigation	Plan	Buildings, Transportation, Transport, Subsidies, Agriculture, Taxes	Flood, Drought, Erosion, Desertification	published
														9717.0		National Development Plan 2030	executive	This document presents an overarching development vision for South Africa to 2030. It notably seeks to increase mitigation, adaptation and disaster preparedness capability.		South Africa	ZAF	Disaster Risk Management (Drm)		Adaptation, Disaster Risk Management, Loss and Damage, Mitigation	Plan	Carbon Pricing	Flood, Drought	published
														9716.0		Integrated Resource Plan	executive	This plan was originally published in 2010 as a subset of the Integrated Energy Plan. A revised plan was published in October 2019. This document sets the government's strategy for its mining and energy sectors. It notably 1) acknowledges the pressure of coal mining on climate change and health, 2) envisions carbon capture and storage as a solution for reducing the sector's externalities, 3) examines a carbon budget approach to enable a low-carbon future, and 4) acknowledges that renewable energy sources are to be considered. The government also commits to a substantial increase in new capacity of wind and solar.		South Africa	ZAF	Industry,Energy		Mitigation	Plan	Renewables, Coal Mining, carbon capture and storage, Health		published
														1723.0		Act No. 5346 on Utilization of Renewable Energy Sources for the Purposes of Generating Electrical Energy (Renewable Energy Law)	legislative	This Act (also known as the Renewable Energy Law) encourages the use of renewable energy. This law encompasses the procedures and principles of the conservation of renewable energy resource areas, certification of the energy generated from these sources, and use of these sources. The measurable objective is to increase the amount of electricity produced by renewable sources by 30% by 2023. The Act governs the principles for the conservation of renewable resource areas and introduces incentives for domestic energy projects, providing feed-in tariffs for electricity from renewable energy sources. The legal entity holding a generation licence is granted a \Renewable Energy Resource Certificate\ (RES Certificate) by the Electricity Markets Regulation Authority (EMRA) to identify and monitor the resource type in purchasing and sale of the electrical energy generated from renewable energy resources in the domestic and international markets. It creates a broad basis for an emerging domestic renewable energy market. Grid operators are obliged to provide access to the grid for renewable energy generators, and independent power producers can benefit from the feed-in tariff. Holders of energy retail licences are obliged to purchase a percentage of their total uptake from licensed generation companies holding a RES Certificate. The price of the electricity to be purchased under the Act should be the nationwide average of the electricity wholesale price of the previous year (determined by the EMRA). However a producer can sell the electrical energy generated for a higher price in the market if they are able to. Some highlights of the law include: - The reduction or cancellation of service fees as an incentive for those willing to build energy generation facilities to meet their own energy consumption needs. - Further incentives are available through a Council of Minister's Decree, such as investments for energy generation facilities, procurement of electro-mechanic systems within the country, research, development and production investments concerning solar energy units, and research and development investments for biomass energy. - Where there are sufficient geothermal energy resources, demand will be primarily met by geothermal and solar thermal energy resources. - In the event that the forests and the lands under private ownership of the Treasury or under the control or disposal of the State are used to generate electricity from renewable energy resources, these areas are leased to or right of way is given to the relevant parties. Any fees required for using this land is reduced by 85%. The law also stipulates that development plans that might have a negative impact on the use and efficiency of renewable energy resource areas can no longer be created on public land.The Act was amended in March 2020 by articles 26 and 27 of law 7226 to enable the Ministry of energy and renewable resources to ease the expropriation of private properties to build renewable capacity. Furthermore, it amends the procedures and principles regarding the evaluation of tariffs applied to support electricity production based on renewable energy sources and other revenues within the scope of the RES Support Mechanism, to grant the Ministry the power to regulate them.The Presidential Decree No.31248 sets out : 1) the prices in Schedule I in the Law will be applied until December 31, 2030 for Renewable Energy Resources (RER) certified production license holders that initiate their operations under the RER support mechanism between January 1, 2021 and June 30, 2021; 2) if the mechanical and/or electro-mechanical parts used in the RER-certified production facilities that initiate their operations between January 1, 2021 ad June 30, 2021 are manufactued domestically, the prices in Schedule II in the Law will be applied to the prices in Schedule I, for additional five years from the date os operation of the production facility for the electrical energy produced.		Turkey	TUR	LULUCF,Energy			Law	Institutions / Administrative Arrangements, Research And Development, Energy Supply, Energy Demand		published
														9708.0		Regulation No.18/2012 Guidelines for Managing Geothermal Energy 	executive	The regulation No.18/2012 amends the regulation No.11/2009 concerning the guidelines og geothermal business activities.		Vietnam	VNM	Economy-wide		Mitigation	Regulation/Rules	Geothermal		published
														9706.0		MICHAL TO DECIDE Law on Forest Protection and Development 2004	legislative	Include if such decision on the other forest protection laws! AKThe Law on Forect Protection and Development provides for the management, protection, development and use of forests; and forest owners' rights and obligations (Article 1). The overall objective is to ensure that the forest protection and development activites facilitate a sustainable economic, social, environmental, defense and security development in line with the socio-economic development strategy and forestry development strategy. These activities have to comply with forest management regulations.		Vietnam	VNM	LULUCF		Adaptation, Mitigation	Law, Act	Forest		pending
														9707.0		PM Decision 1775/2012 On GHG Emission and Carbon Credit Management 	executive	The PM Decision No.1775/2012 approves the project of GHG emission management and management of carbon credit business activities to the world market. The objective of GHG emission management is to implement the United Nations Framework Convention on Climate Change (UNFCCC) and other international agreements. It is also a way to develop a low carbon economy, green growth and and a sustainable development.The general tardget of carbon credit business activities is to manage the efficiency of the purchase, sale and transfer carbon credits generated from the mechanism of the Kyoto Protocol to the world market.		Vietnam	VNM	Economy-wide		Mitigation	Regulation/Rules	Carbon Pricing, Waste, Transport, Agriculture, Water, GHG		published
														9705.0		PM Decision 46/2014 providing for Natural Disaster Forecasting, Warning and Communication 	executive	The PM Decision No.46/2014 provides for natural disaster forecasting, warning and communication in service of prevention, response and remedy of natural disasters. The natural disasters concerned are storms, tropical depression, floods on the rivers in the territory of Vietnam, earthquakes, tsunamis, heavy rains, flash floods and landslides,etc.		Vietnam	VNM	Disaster Risk Management (Drm)		Disaster Risk Management	Regulation/Rules		Floods, Tsunamis, landslides, Tropical Cyclones, Earhquakes, Storms	published
														9704.0		PM Decision 1002/2009 on Community Awareness and Community-based management of natural disaster risks	executive	The PM Decision No.1002/2009 approves the scheme on improvement of community awareness and community-based management on natural disaster risks.The objectives of the scheme are the following: 1) to perfect mechanisms and policies on community-based management of natural disaster risks from central to local levels; 2) to improve the capacity of local administration officials on natural disaster prevention, combat and mitigation; 3) to develop disaster prevention plans, information and communication systems in all villages and communes highly prone to natural disasters; 4) to develop core forces specialised in natural disaster mitigation and a contigent of volunteers to assist people; 5) to disseminate knowledge about flood and storm prevention; 6) to include knowledge on natural disaster prevention and mitigation in general schools' curricula.		Vietnam	VNM	Disaster Risk Management (Drm)		Disaster Risk Management	Regulation/Rules	Education	Floods, Storms	published
														9703.0		PM Decision 811/2016 introducing the Climate Change Action Plan for Construction 2016-2020	executive	This decision issues the climate change action plan for the period 2016-2020 applicable to construction industry. The purpose of the plan is to respond to climate change by an effective use of resources and energy, to mitigate impacts of climate change and to promote sustainable and environmentally-friendly development. The objectives are the following: 1) to assess climate change impacts and make predictions of climate change and sea level rise impacts on construction industry; 2) to integrate climate change action plan into strategies and plans for urban development and building materal manufacturing; 3) to promote green works and infrastructures, use green building materials, technology and products; 4) to promote renewable energy and economically use energy and resources, etc.		Vietnam	VNM	Buildings		Mitigation	Regulation/Rules	Buildings, Renewables, Energy	Flood, Erosion, Sea level rise	published
														9702.0		PM Decision 2044/2016 approving the Climate Change Policy Framework 	executive	This approves the Climate Change Policy Framework 2016 and 2017 and the document of Support Program to Respond to Climate Change (SP-RCC) for the period 2016-2020. The main objectives of the Climate Change Policy Framework 2016 and 2017 are the following: 1) preparedness to respond to natural disaster and monitor climate; 2) to ensure water and food security in climate change conditions; 3) preparedness to respond to rising sea and natural disaster risks; 4) sustainable forest management and development; 5) reduce GHG emissions during socio-economic development process; 6) building capacity of the governmental agencies to respond to climate change; 7) diversify financial resources and increase investment efficiency in climate change; etc. The general objectives of the SP-RCC are to support the formulation and implementation of strategies, policies and programs to respond to the negative impacts of climate change in the country.		Vietnam	VNM	Economy-wide		Disaster Risk Management, Mitigation	Regulation/Rules	Water Management, Food Security, Forest, GHG	Flood, Drought, Sea level rise	published
														9701.0		PM Decision N2623/2013 approving the 'Urban Development of Vietnam Responding to Climate Change 2013-2020' scheme	executive	The PM Devision No.2623/2013 approves the Scheme of Urban Development of Vietnam responding to Climate change in the period 2013-2020. The main objective of the scheme is to respond to climate change by a rational use of resources, improving urban development and planning/investment management, raising awareness, strenghtening coordination among ministries, sectors and localities.		Vietnam	VNM	Urban		Adaptation, Mitigation	Regulation/Rules	Buildings, Planning		published
														9700.0		PM Decision No.1474/2012 issuing the National Action Plan on Climate Change 2012-2020	executive	The PM decision issues the national action plan on climate change for the period 2012-2020. The objectives and tasks of the national action plan are: 1) to strenghten capacity of climate monitoring and early warning of natural disasters; 2) to ensure food and water security; 3) to respond to natural disasters by preventing flooding of large cities and consolidating rivers and sea dikes as reservoir safety; 4) to mitigate GHG emissions; 5) to enhance management capacity and improve policies on climate change; 6) to encourage the participation of the economic sectors, professional organisations and non-governmental organisations in response to climate change; 7) to raise awareness and ensure international cooperation.		Vietnam	VNM	Economy-wide		Adaptation, Disaster Risk Management, Mitigation	Regulation/Rules	Renewables, Transport, Agriculture, Energy, GHG		published
														1799.0		Decision No. 158/2008/QD-TTg on the Approval of the National Target Programme to Respond to Climate Change	executive	The objectives of the program are the following: 1) to assess the extent and impacts of climate change in the country; 2) to work out and select climate change solutions; 3) to formulate a scientific and technological program on climate change; 4) to increase organizational capacity, institutions and policies on climate change; 5) to raise awareness and develop human resources; 6) to increase international cooperation; etc. The Programme specifies the following targets to be achieved by 2015: - Assessment of climate change extent and impacts in Vietnam o Update climate change scenarios, especially sea level rise o Complete assessment of climate change impacts, especially sea level rise, on fields, sectors and localities - Identification of measures to respond to climate change o Complete development of measures to respond to climate change for fields, sectors and localities o Start to implement selected measures to respond to climate change for fields, sectors and localities according to action plans - Development of a science and technology program on climate change o Complete and update the climate change database o Effectively implement the national science and technology programme on climate change in ministries, sectors and localities o Update and effectively implement research on nature, trend and scenarios of climate change impacts on sectors/regions and response measures, thus contribute to strengthening capacity to respond to climate change - Strengthening the capacities of organisation, institutions and policy on climate change o Promulgate, supplement and update legal documents, policies and mechanisms to respond to climate change o Identify mechanisms and policies to prioritise activities to respond to climate change o Review, supplement and perfect the mechanism for co-ordination among agencies responsible for climate change issues - Awareness raising and human resources development o Gradually and effectively implement climate change awareness raising plan at central and local levels o Complete, update and widely popularise materials and tools for raising awareness on climate change o Implement the awareness-raising plan and the human resources development plan in training and education system at all levels o Over 80% of communities and 100% of government staff will possess basic knowledge on climate change and its impacts - Enhancement of international co-operation o Complete and effectively implement the cooperation mechanism between Vietnam and international donors in implementing the NTP o Continue to expand bilateral and multilateral cooperation between Vietnam and other countries/international organizations to respond to climate change o Promote the role of Vietnam in regional and international negotiations and co-operation on climate change - Mainstreaming climate change issues into socio-economic, sectoral and local development strategies, plans and planning o Mainstream climate change issues into development plans for the period 2010-2020 o Assess the results of the mainstreaming process applied for development plans for the period of 2010-2015 o Widely and effectively implement the mainstreaming of climate change issues into development plans for later periods - Development of Action Plans of Ministries, sectors and localities to respond to climate change o Ministries, sectors, and localities initiate implementation of action plans to respond to climate change		Vietnam	VNM	LULUCF		Adaptation	Programme	Adaptation, Institutions / Administrative Arrangements, Research And Development		published
														9697.0		Decree 119/2016/ND-CP and PM Decision 120/2015 on Sustainable Management, Protection and Development of Coastal Forests	executive	The Decree sets out policies to manage, protect and ensure a sustainable development of coastal forests to cope with climate change. The policies are as following: 1) localities have to review and convert the coastal land areas planned for production forests that are eroded or affected by sand to coastal protection forests; 2) localities have to relocate construction works that affect protected coastal forests; 3) investment projects have to respect the regulations of the law on forest protection and development. PM Decision No.120/2015 approved the project on protection and development of coastal forests to cope with climate change in 2014-2020 period. The objectives are the following : 1) to promote the protection of coastal forests to cope with climate change and rising sea; 2) to alleviate natural disasters, protect sea dikes and infrastructure; 3) to conserve biodiversity; 4) to ensure socio-economic development and reinforce national defense and security.		Vietnam	VNM	LULUCF,Coastal zones		Adaptation, Mitigation	Decree/Order/Ordinance, Strategy, Accord	Forest	Soil erosion, Coastal erosion	published
														9711.0		500MW Solar Programme 2012-2016	executive	The 500MW Solar Programme is the largest Solar Power Development Mission in Bangladesh. The strategy of the mission is to embrace 500MW solar power by 2016 at affordable price, implemented in coordination by the public and private sectors. This mission will be implemented using two types of projects: 1) Commercial Solar Power Projects and 2) Social Sector Solar Power Projects.		Bangladesh	BGD	Energy		Mitigation	Programme	Solar Panels, Renewables, SOlar		published
														9691.0		The 12th National Economic and Social Development Plan 2017-2021	executive	The Twelfth National Economic and Social Development Plan is set within the principles of the Sufficiency Economy Philosophy aims to prepare Thailand to achieve Stability, Prosperity, and Sustainability .The objectives of the plan are among others : 1) to preserve and restore natural resources and environmental quality in order to support green growth and enhance the quality of life of Thai citizens; 2) to distribute prosperity across different regions through urban and regional development by supporting existing production and service bases and developing new ones; 3) to increase efficiency of greenhouse gas reduction and enhance the capacity for climate change adaptation, etc.The Plan sets out action plans for adaptation to climate change in each of the priority sectors(water resources management, agriculture, health and forestry) and domestic climate change mitigation mechanisms to provide support in terms of finance, technology and capacity building.		Thailand	THA	Economy-wide		Adaptation, Mitigation	Plan	Deforestation, Biodiversity, Health, Agriculture, Water, GHG		published
														9690.0		National Disaster Risk Management Plan 2015	executive	The National disaster Risk Management Plan (2015) aims to ensure an overall readiness of the national disaster risk management system to deal with potential disaster incidents through integrated cooperation with stakeholders. The plan has the following objectives: 1) to provide consistent nationwide concept of operations to enable national, local governments and the private sector to collectively implement disaster management activities; 2) to compile the current guidelines used worldwide for disaster risk management that can be applied to disaster risk management in Thai context and to be used in the development of relevant plans at different levels of government; 3) to develop capacities for disaster risk management which encompasses disaster risk reduction, emergency management and building back better and safer at community, local, national and international levels, etc.	Disaster Management Act (Act No. 13 of 2005)	Sri Lanka	LKA	Disaster Risk Management (Drm)		Disaster Risk Management	Plan		Floods, Droughts	published
														9656.0		MICHAL TO DECIDE Forest Ordinance no 16/1907	executive	This document, last amended in 2009, doesn't mention CC nor carbon sink, but chapter IV is on forest protection and it clearly prohibits tree felling outside regulated activities. AKThe Forest Ordinance aims to ensure the conservation, protection and management of forests and forest resources. The ordinance also aims to ensure the control of felling and transport of timber.		Sri Lanka	LKA	LULUCF		Mitigation	Decree/Order/Ordinance	Forests		pending
														9653.0		Coast Conservation Act 57/1981 as amended by Act 49/2011	legislative	"The Coast Conservation Acts 57/1981 and 49/2011 set out measures to ensure a survey of the coastal zone and the preparation of a coastal zone management plan. The act also regulates development activities within the coastal zone and formulates schemes of work for coast conservation. The Act No.57/1981 establishes the Coast Conservation Advisory Council (hereinafter referred to as "" the Council ""). The functions of the Council shall be: 1) to advise the Minister on all development activities proposed in the Coastal Zone; 2) to review the Coastal Zone Management Plan prepared in accordance with the provisions of Part II of this Act; 3) to review the environmental impact assessments furnished to the Director in connection with applications for permits under section 14; 4) to inform the Director of the need for schemes of work within the Coastal Zone; 5) to advise the Minister or the Director on any other matter relating to coast conservation."		Sri Lanka	LKA	Coastal zones		Adaptation	Act	Permit, Coastal erosion		published
														9651.0		National Policy on Disaster Management 	executive	The National Policy on Disaster Management sets out the measures to protect Sri Lanka's people, property and environment from disaster. The Policy shall provides for: 1) the maintenance of disaster resilient infrastructure and economic development activities in disaster prone areas; 2) the effective use of resources for preparedness, prevention, response, relief, reconstruction and rehabilitation; 3) the enhancement of public awareness and training to help people to protect themselves from disasters; 4) capacity building among persons living in areas vulnerable to disaster; 5) pre-disaster planning, preparedness and mitigation while sustaining and further improving postdisaster relief, recovery and rehabilitation capabilities.	Disaster Management Act (Act No. 13 of 2005)	Sri Lanka	LKA	Disaster Risk Management (Drm)		Disaster Risk Management	Policy	Disaster Risk Management		published
														9649.0		Technology Needs Assessment and Technology Action Plans for Climate Change Mitigation 	executive	The Climate Change Technology Needs Assessment (TNA) Plans for Mitigation identify environmentally sound technologies that have synergy between reducing the impact of climate change and the rate of GHG emissions in Sri Lanka within the national development objectives. The priority sectors identified for mitigation are Energy, Transport and Industry, the sectors with high GHG emission reduction potentials.The objectives of the TNA are: 1) to define priority sectors for which technologies are needed to sustain national development projects and programmes in light of the potential impacts of climate change; 2) to identify suitable technologies that contribute to climate change adaptation in the relevant sectors; 3) to prioritise the identified technologies, their costeffectiveness and barriers to implementation; 4) to identify the barriers and develop an enabling framework for the development and diffusion of prioritized technologies for relevant sectors; 5) to develop technology action plans and project ideas for priority technologies for relevant sectors to mobilize resources for implementation of the programme.		Sri Lanka	LKA	Economy-wide		Adaptation, Mitigation	Plan	Industry, Renewables, Transport, Biogas, Energy, GHG	Erosion, Floods, Droughts	published
														9648.0		Philippine Green Jobs Act no 10771/2016	legislative	The Philippine Green Jobs Act stipulates that the State shall identify needed skills, develop training programs, train and certify workers for jobs in a range of industries that produce goods and render services for the benefit of the environment, conserve natural resources for the future generation and ensure the sustainable development of the country and its transition into a green economy.For this purpose, the act sets out several incentives to encourage business enterprises to generate green jobs as certified by the Climate Change Commission.		Philippines	PHL	Economy-wide		Mitigation	Act	Tax incentives, jobs		published
														1766.0		Climate Change Agreements	legislative	Climate Change Agreements (CCAs) are voluntary agreements allow energy intensive business users to receive a discount from the Climate Change Levy of up to 90% of the Levy, in return for meeting energy efficiency or carbon saving targets. (There is also a 100% exemption from the Levy for certain energy-intensive metallurgical and mineralogical industries.) The first agreements ran from 2001 to 31 March 2013, and the second CCA scheme runs from 1 April 2013 to 21 December 2023. In 2004, the eligibility criteria for the UK's Climate Change Agreements (CCAs) were extended to cover other energy intensive sectors of industry not originally included within the arrangements for CCAs. Those sectors already eligible for CCAs were unaffected by the changes. CCA targets have been agreed with 53 industrial sectors across more than 9000 sites. It was announced in 2007 that the CCA scheme would be extended by 4 years to 2017, subject to state aid approval. This is to provide industry with greater certainty for the medium term, and enable CCAs to continue to contribute significantly to the UK's Climate Change Programme.The 2020 amendment extends the scheme in time.		United Kingdom	GBR	Transportation,Industry,Energy		Mitigation	Law	Energy Demand		published
														9193.0		Presidential Regulation 55/2019 on electric vehicles	executive	This document aims at enabling battery-powered electric vehicles to be made and deployed in Indonesia. It includes two, three and four wheelers. It sets up incentives for local manufacturers, with minimum rates of local components, and aims at expanding the charging infrastructure. The regulation defines and details a fiscal and non-fiscal scheme of incentives for the sector, and determines the electricity supply rates to be applied.MEMR Regulation no 13/2020 on the Provision of Electric Charging Infrastructure for Battery Electric Vehicle was adopted to implement decision 55/2019.		Indonesia	IDN	Transportation,Residential and Commercial		Mitigation	Regulation/Rules	Transportation		published
														9712.0		Sustainability Bond Framework 	executive	This document is aimed at supporting the development of the green, social and/or sustainability capital market with the issuance of safe (AAA-rated) and liquid sovereign green, social and/or sustainability bond(s).Under this Framework, the Grand Duchy of Luxembourg may issue 3 types of bonds: 1) Green Bonds where an amount equal to the net proceeds will be exclusively used to (re)finance eligible expenditures falling within the Eligible Green categories, 2) Social Bonds where an amount equal to the net proceeds will be exclusively used to (re)finance eligible expenditures falling within the Eligible Social categories,, and 3) Sustainability Bonds where an amount equal to the net proceeds will be exclusively used to (re)finance eligible expenditures falling within both Eligible Green and Social categories.		Luxembourg	LUX	Economy-wide,Cross Cutting Area		Mitigation	Framework	Finance, Green bonds		published
														4972.0		Laws No. 532 and amending laws 901, 967 and 1037 - on the promotion of electricity generation with renewable sources	legislative	The Law no. 532 was passed in 2005 to promote electricity generation from renewable energy in the country. Sustainable biogas and biomass sources are included in the definition of renewable energy. Fiscal, economic and financial incentives that contribute to the development of renewables are adopted. In 2015, the Law no. 901 amended Law no. 532 in order to ramp up new projects by increasing fiscal incentives. The Law no. 967, published on December 7th, 2017, extends the fiscal incentives to the extension of existing plants and the realisation of new projects to January 1st, 2023.On September 8, 2020, law no 1037 was adopted to amend energy prices and fees.		Nicaragua	NIC	Energy		Mitigation	Law	Energy Supply		published
														2061.0		Law no 9366 on Railroad Electrification	legislative	The Law addresses the transportation sector, which is the sector with the highest share of emissions in Costa Rica. It modernises the Costa Rican Railroad Institute (INCOFER) and allows it to take on debt up to a maximum equivalent to 40 per cent of its assets, in order to build an electric train network, with the objective of reducing greenhouse gas emissions in the transport sector. The full name of the law is: Fortalecimiento del Instituto Costarricense de Ferrocarriles (INCOFER) y Promoción del Tren Eléctrico Interurbano de la Gran Area Metropolitana.		Costa Rica	CRI	Urban,Transportation		Mitigation	Law	Institutions / Administrative Arrangements, Transportation		published
														8598.0		Law 1819/2016 on tax deductions for renewables and carbon tax	legislative	Article 235-2 of the law deals with tax exemptions from January 10th, 2018, onward. Legal exceptions referred to in article 26 of the Tax Statute include (paragraph 7) the sale of electric power generated based on wind energy, biomass or agricultural waste, solar, geothermal or seas, according to the definitions of Law 1715 of 2014 and Decree 2755 of 2003, made only by generating companies, for a term of fifteen years, from the year 2017, provided that the following requirements are met: a) Process, obtain and sell certificates of emission of carbon dioxide in accordance with the terms of the Kyoto protocol; b) That at least 50% of the resources obtained from the sale of said certificates be invested in works of social benefit in the region where the generator operates. The investment that entitles the benefit will be made according to the proportion of each municipality affected by the construction and operation of the generating plant. Part nine of the law (articles 221 to 223) also institutes a national carbon tax. This was added by Decree 1625 /2016.		Colombia	COL	Waste,Transportation,Energy,Agriculture		Mitigation	Law	Carbon Pricing, Energy Supply		published
														1169.0		National Plan for Well Living (2013-2017)	executive	The National Plan for Good Living (2013-2017) sets out to ensure sustainable management of Ecuador's resources and biodiversity, and develop strategies for the mitigation of and adaptation to climate change (Objective 7). This plan aims to implement the Constitution, which remarkably defines nature as a rights-bearing entity, which 'has the right to exist, persist, maintain and regenerate its vital cycles, structure, functions and its evolutionary processes.' The Plan proposes several strategic policies and guidelines for sustainable development, including:Guarantee the promotion and respect of rights of the natureImprove the sustainable management of forestsPromote energy efficiency and development of renewable energies to reduce emissionsPromote sustainable, rational and efficient consumption patternsImplement measures for climate change mitigation and adaptation to reduce the vulnerability of the economy and environment, especially concerning groups with special needs Consolidate the Yasuni-ITT initiative and use international mechanisms to keep the crude oil in the ground It further sets a number of goals to be reached by 2017, including: Increase the share of territory under specific conservation scheme to 35.9% (30.5% in 2012)Increase the area dedicated to reforestation to 300,000 ha (46,185 ha in 2012)Develop and use 60% of the renewable energy potential of Ecuador (43.1% in 2012)Reach 76% national energy independence (71.1% in 2011).		Ecuador	ECU	Environment,LULUCF,Energy,Economy-wide		Adaptation, Mitigation	Plan	Adaptation, Energy Supply, Energy Demand, Redd+ And Lulucf		published
														2053.0		2017-2021 Multi-year Sectoral Strategic Plan of the Environment Sector (Ministerial Resolution No. 174-2016-MINAM)	executive	"The 2017-2021 Multiyear Sectoral Strategic Plan of the Environment Sector outlines strategies to:improve environmental conditions in Peru to contribute to the health of its people and ecosystemspromote the sustainable use of biological diversity and ecosystem servicesstrengthen the country's ability to adapt to climate changepromote the reduction of GHG emissionsstrengthen environmental culture and governance. Fitted within the Peruvian climate legislative network and guided by the National Environmental Policy and the Action Plan on Environment (Politica Nacional del Ambiente, 2009, and Plan Nacional de Acción Ambiental, 2011), the Action Plan on Climate Change Adaptation and Mitigation (Plan de Acción de Adaptación y Mitigación frente al Cambio Climatico, 2010), and the National Strategy on Climate Change (updated version 2015), the 2017-2021 Multiyear Sectoral Strategic Plan sets specific targets for 2021, in line with the above documents and the ""Vision Peru 2021"". These targets related to climate change for 2021 (against a 2016 baseline), include: - 30% reduction of national GHG emissions- 50% reduction in losses and damage in lives, livelihood and ecosystems due to events of climate, geological and glaciological origin"		Peru	PER	Environment,Health		Adaptation	Plan	Adaptation, Energy Demand, Redd+ And Lulucf		published
														8588.0		Finance Law 2020, 2019, 2018 and Second Rectifying Finance Law for 2017	legislative	Carbon taxation: The budget law sets a trajectory for the carbon component of domestic consumption tax rates for the 2018-2022 period, with a more ambitious objective than that set by the law on the energy transition. Thus, the value of the carbon component of the tariffs for these taxes is set at 44.60 euros / tonne of CO2 in 2018 (instead of 39 euros initially), 55 euros in 2019 (against 47.5 euros) and 65, 40 euros in 2020 (against 56 euros), to reach 86.20 euros in 2022. In addition, it is expected in the new tariffs of TICPE (domestic consumption tax on energy products) a convergence of the tariff of diesel towards the gasoline tariffs in four years, ie by 2021. This measure leads to an increase in the fixed portion of the TICPE applicable to road diesel by ¬ 2.6 per hectolitre per year for four years, which is in addition to that of the carbon portion programmed for the period 2018-2022. Used vehicles: The rate of the additional tax on the tax on the registration certificates of used vehicles has been tightened. The objective is to encourage buyers to equip themselves with less polluting vehicles. Reinforcement of the ecological penalty: The environmental penalty for automobiles has been changed. It remains based on the only carbon dioxide (CO2) emissions of vehicles without taking into account their pollutant emissions (fine particles, nitrogen oxides ...) but the trigger threshold of the malus has been lowered from 127 to 120 grams of CO2 / km. The law sets a progressive scale ranging from 50 euros for the least emitting vehicles to 10,500 euros for those emitting 185 g of CO2 / km or more. Premium conversion to electric vehicles: EUR 388 million has been earmarked in the budget of the special purpose account Aid for the acquisition of clean vehicles to finance aid for the acquisition of clean vehicles (EUR 266 million) and the withdrawal of vehicles more pollutants (¬ 122 million). Electric bicycles: Faced with the bronca caused by the decision not to maintain beyond 31 January 2018 the bonus for the purchase of an electric-assisted bicycle (e-bike), State aid was finally extended by 5 millions of euros. It is however conditional on the payment of aid by a local authority and refocused on the most modest households. Energy transition tax credit (ISCED): The law of finance extends it for the year 2018 but hardens its conditions. As regards oil boilers, the eligibility criteria have been strengthened. The worst performers were excluded from ISCED as of January 1, 2018. In contrast, the eligibility of those meeting enhanced energy performance criteria, defined by decree, will be maintained until June 30, 2018 at a rate of 15%. The eligibility of glazed windows is maintained at a rate of 15%, only for taxpayers replacing single glazing with double glazing, until June 30, 2018. In contrast, the entrance doors and shutters are excluded from ISCED as of 1 January 2018.Civil aviation tax : 31 170 196 euros, reviewed assessment for 2019. This tax is integrated in the 2020 Finance Law.		France	FRA	Transportation,Energy		Mitigation	Law	Carbon Pricing, Energy Supply, Energy Demand, Transportation		published
